#Second case with k = 0.4 and B = 20.0
#u              v              
0.541074        3.613739       
0.577211        3.664892       
0.613860        3.717330       
0.651033        3.770983       
0.688743        3.825780       
0.727001        3.881640       
0.765817        3.938478       
0.805202        3.996201       
0.845164        4.054712       
0.885711        4.113905       
0.926850        4.173665       
0.968587        4.233871       
1.010926        4.294394       
1.053869        4.355093       
1.097420        4.415822       
1.141579        4.476421       
1.186343        4.536724       
1.231710        4.596552       
1.277676        4.655715       
1.324233        4.714014       
1.371373        4.771236       
1.419085        4.827159       
1.467357        4.881547       
1.516172        4.934154       
1.565514        4.984720       
1.615361        5.032974       
1.665691        5.078634       
1.716477        5.121405       
1.767691        5.160981       
1.819301        5.197047       
1.871271        5.229277       
1.923564        5.257334       
1.976138        5.280874       
2.028946        5.299548       
2.081942        5.312999       
2.135072        5.320864       
2.188280        5.322782       
2.241508        5.318389       
2.294692        5.307323       
2.347765        5.289226       
2.400658        5.263747       
2.453295        5.230547       
2.505601        5.189296       
2.557493        5.139684       
2.608890        5.081417       
2.659705        5.014227       
2.709847        4.937871       
2.759225        4.852137       
2.807747        4.756848       
2.855315        4.651863       
2.901834        4.537085       
2.947205        4.412460       
2.991329        4.277983       
3.034109        4.133701       
3.075446        3.979714       
3.115243        3.816179       
3.153405        3.643311       
3.189838        3.461383       
3.224452        3.270731       
3.257159        3.071748       
3.287877        2.864889       
3.316526        2.650665       
3.343032        2.429646       
3.367329        2.202454       
3.389353        1.969761       
3.409051        1.732285       
3.426374        1.490788       
3.441282        1.246064       
3.453742        0.998942       
3.463732        0.750270       
3.471235        0.500917       
3.476244        0.251762       
3.478761        0.003686       
3.478798        -0.242432      
3.476374        -0.485724      
3.471517        -0.725342      
3.464263        -0.960458      
3.454659        -1.190277      
3.442756        -1.414039      
3.428615        -1.631027      
3.412305        -1.840567      
3.393900        -2.042038      
3.373479        -2.234872      
3.351130        -2.418555      
3.326945        -2.592632      
3.301019        -2.756707      
3.273452        -2.910446      
3.244347        -3.053570      
3.213811        -3.185863      
3.181953        -3.307165      
3.148881        -3.417370      
3.114707        -3.516429      
3.079543        -3.604340      
3.043500        -3.681152      
3.006688        -3.746956      
2.969219        -3.801887      
2.931200        -3.846116      
2.892739        -3.879848      
2.853940        -3.903318      
2.814907        -3.916788      
2.775739        -3.920545      
2.736534        -3.914894      
2.697385        -3.900157      
2.658383        -3.876668      
2.619616        -3.844773      
2.581169        -3.804826      
2.543120        -3.757185      
2.505549        -3.702210      
2.468526        -3.640264      
2.432124        -3.571707      
2.396407        -3.496897      
2.361438        -3.416187      
2.327276        -3.329926      
2.293977        -3.238453      
2.261592        -3.142103      
2.230171        -3.041201      
2.199759        -2.936065      
2.170398        -2.827000      
2.142128        -2.714306      
2.114985        -2.598270      
2.089003        -2.479172      
2.064211        -2.357280      
2.040638        -2.232854      
2.018310        -2.106144      
1.997248        -1.977391      
1.977474        -1.846828      
1.959006        -1.714677      
1.941859        -1.581155      
1.926048        -1.446471      
1.911583        -1.310825      
1.898475        -1.174411      
1.886731        -1.037418      
1.876356        -0.900029      
1.867356        -0.762419      
1.859732        -0.624763      
1.853484        -0.487229      
1.848612        -0.349980      
1.845112        -0.213179      
1.842980        -0.076984      
1.842211        0.058449       
1.842795        0.192964       
1.844725        0.326409       
1.847989        0.458631       
1.852575        0.589478       
1.858470        0.718798       
1.865658        0.846438       
1.874122        0.972247       
1.883845        1.096069       
1.894805        1.217750       
1.906983        1.337131       
1.920354        1.454055       
1.934895        1.568359       
1.950578        1.679880       
1.967377        1.788452       
1.985262        1.893905       
2.004201        1.996068       
2.024161        2.094767       
2.045109        2.189824       
2.067007        2.281059       
2.089818        2.368290       
2.113501        2.451331       
2.138014        2.529997       
2.163314        2.604098       
2.189355        2.673444       
2.216089        2.737846       
2.243468        2.797111       
2.271439        2.851049       
2.299950        2.899473       
2.328944        2.942193       
2.358366        2.979027       
2.388156        3.009795       
2.418254        3.034321       
2.448598        3.052437       
2.479122        3.063983       
2.509762        3.068807       
2.540450        3.066768       
2.571118        3.057735       
2.601695        3.041594       
2.632111        3.018242       
2.662293        2.987595       
2.692169        2.949587       
2.721665        2.904169       
2.750707        2.851317       
2.779220        2.791026       
2.807130        2.723317       
2.834363        2.648235       
2.860846        2.565850       
2.886504        2.476263       
2.911267        2.379599       
2.935063        2.276013       
2.957823        2.165690       
2.979480        2.048842       
2.999968        1.925713       
3.019225        1.796572       
3.037191        1.661719       
3.053808        1.521480       
3.069023        1.376207       
3.082785        1.226277       
3.095048        1.072091       
3.105769        0.914068       
3.114910        0.752649       
3.122436        0.588289       
3.128319        0.421458       
3.132534        0.252637       
3.135060        0.082313       
3.135883        -0.089018      
3.134993        -0.260862      
3.132384        -0.432724      
3.128057        -0.604115      
3.122016        -0.774550      
3.114270        -0.943559      
3.104835        -1.110681      
3.093728        -1.275473      
3.080973        -1.437512      
3.066598        -1.596393      
3.050634        -1.751736      
3.033117        -1.903184      
3.014085        -2.050407      
2.993581        -2.193106      
2.971650        -2.331005      
2.948340        -2.463863      
2.923701        -2.591466      
2.897786        -2.713632      
2.870650        -2.830206      
2.842348        -2.941068      
2.812937        -3.046124      
2.782476        -3.145310      
2.751023        -3.238589      
2.718637        -3.325951      
2.685378        -3.407413      
2.651304        -3.483014      
2.616473        -3.552816      
2.580945        -3.616904      
2.544776        -3.675380      
2.508022        -3.728366      
2.470739        -3.775998      
2.432979        -3.818429      
2.394794        -3.855823      
2.356236        -3.888356      
2.317353        -3.916213      
2.278191        -3.939587      
2.238795        -3.958680      
2.199208        -3.973697      
2.159471        -3.984848      
2.119622        -3.992344      
2.079699        -3.996401      
2.039735        -3.997232      
1.999763        -3.995051      
1.959812        -3.990073      
1.919911        -3.982506      
1.880086        -3.972560      
1.840361        -3.960439      
1.800756        -3.946344      
1.761293        -3.930470      
1.721988        -3.913009      
1.682858        -3.894148      
1.643917        -3.874066      
1.605176        -3.852938      
1.566647        -3.830934      
1.528337        -3.808217      
1.490255        -3.784943      
1.452406        -3.761263      
1.414793        -3.737322      
1.377420        -3.713258      
1.340287        -3.689203      
1.303395        -3.665285      
1.266742        -3.641623      
1.230326        -3.618333      
1.194143        -3.595523      
1.158188        -3.573297      
1.122455        -3.551753      
1.086937        -3.530985      
1.051627        -3.511079      
