#Second case with k = 0.4 and B = 20.0
#u              v              
2.997088        4.501522       
3.042103        4.351200       
3.085615        4.190550       
3.127521        4.019719       
3.167718        3.838917       
3.206107        3.648421       
3.242592        3.448570       
3.277077        3.239772       
3.309475        3.022500       
3.339700        2.797292       
3.367673        2.564745       
3.393320        2.325521       
3.416576        2.080333       
3.437379        1.829947       
3.455678        1.575178       
3.471430        1.316877       
3.484599        1.055933       
3.495158        0.793260       
3.503091        0.529793       
3.508389        0.266477       
3.511053        0.004265       
3.511096        -0.255897      
3.508537        -0.513072      
3.503406        -0.766344      
3.495743        -1.014822      
3.485595        -1.257649      
3.473018        -1.494007      
3.458078        -1.723124      
3.440847        -1.944280      
3.421404        -2.156807      
3.399836        -2.360100      
3.376235        -2.553611      
3.350699        -2.736859      
3.323330        -2.909428      
3.294236        -3.070965      
3.263526        -3.221183      
3.231315        -3.359861      
3.197716        -3.486839      
3.162848        -3.602017      
3.126827        -3.705355      
3.089774        -3.796865      
3.051805        -3.876614      
3.013039        -3.944712      
2.973592        -4.001318      
2.933579        -4.046627      
2.893113        -4.080872      
2.852304        -4.104318      
2.811261        -4.117254      
2.770088        -4.119999      
2.728888        -4.112886      
2.687759        -4.096269      
2.646797        -4.070512      
2.606091        -4.035991      
2.565732        -3.993087      
2.525801        -3.942186      
2.486379        -3.883676      
2.447542        -3.817944      
2.409363        -3.745375      
2.371909        -3.666348      
2.335245        -3.581239      
2.299433        -3.490413      
2.264529        -3.394232      
2.230587        -3.293045      
2.197656        -3.187193      
2.165784        -3.077005      
2.135014        -2.962803      
2.105386        -2.844895      
2.076937        -2.723579      
2.049701        -2.599142      
2.023710        -2.471861      
1.998991        -2.342002      
1.975571        -2.209821      
1.953473        -2.075562      
1.932717        -1.939462      
1.913323        -1.801747      
1.895305        -1.662636      
1.878679        -1.522338      
1.863456        -1.381054      
1.849645        -1.238981      
1.837255        -1.096305      
1.826292        -0.953209      
1.816760        -0.809869      
1.808661        -0.666457      
1.801997        -0.523139      
1.796766        -0.380078      
1.792965        -0.237435      
1.790590        -0.095366      
1.789637        0.045975       
1.790096        0.186434       
1.791961        0.325861       
1.795219        0.464103       
1.799860        0.601012       
1.805871        0.736437       
1.813235        0.870225       
1.821937        1.002226       
1.831959        1.132286       
1.843282        1.260249       
1.855885        1.385958       
1.869744        1.509253       
1.884837        1.629971       
1.901137        1.747948       
1.918616        1.863013       
1.937246        1.974995       
1.956996        2.083717       
1.977833        2.189002       
1.999723        2.290664       
2.022630        2.388518       
2.046515        2.482373       
2.071339        2.572036       
2.097059        2.657309       
2.123632        2.737994       
2.151012        2.813886       
2.179151        2.884783       
2.207999        2.950479       
2.237504        3.010766       
2.267611        3.065439       
2.298266        3.114291       
2.329409        3.157119       
2.360980        3.193721       
2.392917        3.223900       
2.425156        3.247463       
2.457631        3.264227       
2.490273        3.274012       
2.523013        3.276652       
2.555780        3.271991       
2.588500        3.259883       
2.621098        3.240202       
2.653500        3.212833       
2.685629        3.177682       
2.717406        3.134676       
2.748752        3.083761       
2.779590        3.024907       
2.809839        2.958112       
2.839420        2.883396       
2.868254        2.800811       
2.896262        2.710437       
2.923367        2.612383       
2.949490        2.506791       
2.974558        2.393835       
2.998497        2.273720       
3.021234        2.146687       
3.042701        2.013005       
3.062831        1.872977       
3.081561        1.726939       
3.098830        1.575255       
3.114583        1.418319       
3.128766        1.256551       
3.141331        1.090396       
3.152235        0.920324       
3.161438        0.746823       
3.168907        0.570398       
3.174611        0.391571       
3.178526        0.210872       
3.180635        0.028842       
3.180923        -0.153978      
3.179384        -0.337043      
3.176013        -0.519812      
3.170815        -0.701750      
3.163798        -0.882333      
3.154974        -1.061049      
3.144364        -1.237404      
3.131990        -1.410921      
3.117881        -1.581147      
3.102069        -1.747654      
3.084593        -1.910040      
3.065492        -2.067933      
3.044813        -2.220991      
3.022603        -2.368903      
2.998914        -2.511392      
2.973800        -2.648214      
2.947318        -2.779159      
2.919526        -2.904052      
2.890486        -3.022751      
2.860258        -3.135144      
2.828907        -3.241157      
2.796495        -3.340743      
2.763088        -3.433886      
2.728749        -3.520600      
2.693543        -3.600924      
2.657534        -3.674925      
2.620784        -3.742693      
2.583358        -3.804337      
2.545314        -3.859991      
2.506714        -3.909802      
2.467616        -3.953938      
2.428077        -3.992577      
2.388151        -4.025913      
2.347892        -4.054148      
2.307350        -4.077495      
2.266575        -4.096173      
2.225614        -4.110407      
2.184510        -4.120427      
2.143305        -4.126465      
2.102041        -4.128755      
2.060753        -4.127531      
2.019478        -4.123027      
1.978248        -4.115474      
1.937093        -4.105102      
1.896042        -4.092136      
1.855121        -4.076800      
1.814353        -4.059309      
1.773759        -4.039877      
1.733361        -4.018709      
1.693174        -3.996006      
1.653214        -3.971964      
1.613494        -3.946768      
1.574026        -3.920602      
1.534820        -3.893638      
1.495884        -3.866045      
1.457223        -3.837984      
1.418843        -3.809608      
1.380747        -3.781064      
1.342937        -3.752493      
1.305412        -3.724028      
1.268172        -3.695797      
1.231214        -3.667919      
1.194534        -3.640511      
1.158129        -3.613680      
1.121992        -3.587529      
1.086117        -3.562155      
1.050496        -3.537650      
1.015119        -3.514100      
0.979978        -3.491586      
0.945062        -3.470184      
0.910360        -3.449967      
0.875861        -3.431000      
0.841551        -3.413347      
0.807417        -3.397067      
0.773447        -3.382213      
0.739624        -3.368838      
0.705936        -3.356988      
0.672366        -3.346707      
0.638899        -3.338035      
0.605519        -3.331010      
0.572209        -3.325666      
0.538952        -3.322033      
0.505732        -3.320142      
0.472530        -3.320016      
0.439330        -3.321679      
0.406113        -3.325152      
0.372862        -3.330452      
0.339557        -3.337595      
0.306181        -3.346594      
0.272715        -3.357460      
0.239141        -3.370200      
0.205439        -3.384820      
0.171591        -3.401325      
0.137577        -3.419715      
0.103380        -3.439990      
0.068980        -3.462144      
0.034359        -3.486173      
-0.000503       -3.512067      
-0.035624       -3.539815      
-0.071022       -3.569403      
-0.106716       -3.600813      
-0.142724       -3.634026      
-0.179064       -3.669017      
-0.215754       -3.705760      
-0.252812       -3.744225      
-0.290254       -3.784377      
-0.328098       -3.826180      
-0.366360       -3.869590      
-0.405056       -3.914561      
-0.444201       -3.961041      
-0.483812       -4.008974      
-0.523901       -4.058299      
-0.564484       -4.108947      
-0.605574       -4.160846      
-0.647182       -4.213915      
-0.689321       -4.268067      
-0.732002       -4.323210      
-0.775234       -4.379240      
-0.819027       -4.436049      
-0.863387       -4.493519      
-0.908322       -4.551522      
-0.953838       -4.609923      
-0.999937       -4.668575      
-1.046622       -4.727321      
-1.093896       -4.785995      
-1.141756       -4.844418      
-1.190200       -4.902400      
-1.239224       -4.959739      
-1.288821       -5.016221      
-1.338983       -5.071619      
-1.389700       -5.125693      
-1.440957       -5.178190      
-1.492738       -5.228844      
-1.545027       -5.277375      
-1.597801       -5.323491      
-1.651036       -5.366885      
-1.704704       -5.407240      
-1.758777       -5.444224      
-1.813219       -5.477494      
-1.867994       -5.506696      
-1.923061       -5.531467      
-1.978376       -5.551433      
-2.033890       -5.566214      
-2.089552       -5.575423      
-2.145306       -5.578668      
-2.201093       -5.575556      
-2.256849       -5.565695      
-2.312506       -5.548692      
-2.367992       -5.524163      
-2.423234       -5.491730      
-2.478151       -5.451027      
-2.532662       -5.401706      
-2.586679       -5.343433      
-2.640113       -5.275900      
-2.692872       -5.198825      
-2.744860       -5.111957      
-2.795980       -5.015079      
-2.846131       -4.908015      
-2.895211       -4.790631      
-2.943117       -4.662840      
-2.989745       -4.524606      
-3.034992       -4.375949      
-3.078751       -4.216947      
-3.120921       -4.047735      
-3.161398       -3.868515      
-3.200083       -3.679552      
-3.236879       -3.481175      
-3.271690       -3.273782      
-3.304428       -3.057835      
-3.335006       -2.833860      
-3.363345       -2.602448      
-3.389370       -2.364248      
-3.413012       -2.119967      
-3.434212       -1.870363      
-3.452915       -1.616241      
-3.469078       -1.358449      
-3.482662       -1.097869      
-3.493641       -0.835412      
-3.501995       -0.572010      
-3.507715       -0.308609      
-3.510801       -0.046157      
-3.511263       0.214395       
-3.509119       0.472109       
-3.504398       0.726065       
-3.497137       0.975368       
-3.487383       1.219155       
-3.475192       1.456601       
-3.460626       1.686926       
-3.443757       1.909402       
-3.424663       2.123353       
-3.403429       2.328162       
-3.380147       2.523273       
-3.354915       2.708194       
-3.327833       2.882498       
-3.299008       3.045822       
-3.268550       3.197869       
-3.236571       3.338408       
-3.203187       3.467267       
-3.168514       3.584340       
-3.132671       3.689574       
-3.095775       3.782976       
-3.057945       3.864602       
-3.019299       3.934557       
-2.979954       3.992992       
-2.940024       4.040096       
-2.899623       4.076096       
-2.858862       4.101253       
-2.817849       4.115852       
-2.776691       4.120207       
-2.735489       4.114651       
-2.694342       4.099532       
-2.653347       4.075215       
-2.612595       4.042073       
-2.572174       4.000486       
-2.532169       3.950841       
-2.492661       3.893524       
-2.453725       3.828924       
-2.415436       3.757425       
-2.377862       3.679408       
-2.341068       3.595248       
-2.305115       3.505315       
-2.270062       3.409968       
-2.235963       3.309561       
-2.202867       3.204434       
-2.170823       3.094920       
-2.139873       2.981340       
-2.110060       2.864006       
-2.081420       2.743217       
-2.053988       2.619262       
-2.027795       2.492420       
-2.002871       2.362957       
-1.979241       2.231131       
-1.956930       2.097190       
-1.935958       1.961370       
-1.916344       1.823900       
-1.898105       1.684999       
-1.881255       1.544878       
-1.865807       1.403740       
-1.851769       1.261781       
-1.839151       1.119190       
-1.827960       0.976150       
-1.818198       0.832839       
-1.809870       0.689427       
-1.802975       0.546084       
-1.797515       0.402973       
-1.793485       0.260253       
-1.790882       0.118082       
-1.789702       -0.023385      
-1.789935       -0.163994      
-1.791575       -0.303596      
-1.794611       -0.442037      
-1.799032       -0.579169      
-1.804823       -0.714840      
-1.811972       -0.848900      
-1.820461       -0.981197      
-1.830273       -1.111577      
-1.841388       -1.239885      
-1.853787       -1.365965      
-1.867447       -1.489656      
-1.882344       -1.610797      
-1.898451       -1.729223      
-1.915744       -1.844765      
-1.934191       -1.957252      
-1.953764       -2.066507      
-1.974429       -2.172353      
-1.996152       -2.274607      
-2.018899       -2.373083      
-2.042629       -2.467591      
-2.067305       -2.557937      
-2.092885       -2.643926      
-2.119324       -2.725358      
-2.146578       -2.802031      
-2.174598       -2.873741      
-2.203335       -2.940283      
-2.232738       -3.001449      
-2.262753       -3.057034      
-2.293323       -3.106832      
-2.324391       -3.150637      
-2.355898       -3.188249      
-2.387780       -3.219469      
-2.419975       -3.244104      
-2.452416       -3.261968      
-2.485035       -3.272883      
-2.517764       -3.276678      
-2.550531       -3.273195      
-2.583263       -3.262289      
-2.615886       -3.243828      
-2.648324       -3.217697      
-2.680501       -3.183798      
-2.712339       -3.142054      
-2.743760       -3.092409      
-2.774684       -3.034828      
-2.805032       -2.969304      
-2.834725       -2.895855      
-2.863684       -2.814526      
-2.891829       -2.725394      
-2.919083       -2.628562      
-2.945368       -2.524167      
-2.970610       -2.412378      
-2.994734       -2.293396      
-3.017668       -2.167455      
-3.039342       -2.034819      
-3.059691       -1.895788      
-3.078649       -1.750691      
-3.096155       -1.599887      
-3.112154       -1.443766      
-3.126592       -1.282744      
-3.139419       -1.117263      
-3.150592       -0.947787      
-3.160070       -0.774804      
-3.167818       -0.598815      
-3.173806       -0.420339      
-3.178009       -0.239906      
-3.180409       -0.058054      
-3.180989       0.124674       
-3.179742       0.307734       
-3.176665       0.490584       
-3.171759       0.672689       
-3.165032       0.853522       
-3.156497       1.032569       
-3.146171       1.209332       
-3.134078       1.383333       
-3.120245       1.554114       
-3.104704       1.721242       
-3.087491       1.884313       
-3.068648       2.042948       
-3.048219       2.196800       
-3.026251       2.345554       
-3.002795       2.488927       
-2.977906       2.626671       
-2.951639       2.758570       
-2.924053       2.884442       
-2.895209       3.004139       
-2.865168       3.117548       
-2.833992       3.224586       
-2.801746       3.325202       
-2.768494       3.419377       
-2.734300       3.507118       
-2.699229       3.588462       
-2.663345       3.663471       
-2.626710       3.732230       
-2.589388       3.794847       
-2.551439       3.851450       
-2.512925       3.902187       
-2.473903       3.947221       
-2.434431       3.986728       
-2.394563       4.020900       
-2.354354       4.049939       
-2.313855       4.074055       
-2.273114       4.093467       
-2.232180       4.108399       
-2.191096       4.119079       
-2.149905       4.125740       
-2.108647       4.128616       
-2.067361       4.127940       
-2.026082       4.123946       
-1.984842       4.116867       
-1.943674       4.106933       
-1.902604       4.094369       
-1.861661       4.079398       
-1.820867       4.062240       
-1.780244       4.043106       
-1.739813       4.022204       
-1.699591       3.999735       
-1.659594       3.975896       
-1.619835       3.950874       
-1.580326       3.924853       
-1.541078       3.898007       
-1.502098       3.870505       
-1.463393       3.842510       
-1.424967       3.814176       
-1.386826       3.785650       
-1.348969       3.757076       
-1.311398       3.728587       
-1.274113       3.700311       
-1.237109       3.672371       
-1.200386       3.644882       
-1.163937       3.617953       
-1.127757       3.591688       
-1.091841       3.566185       
-1.056179       3.541536       
-1.020763       3.517829       
-0.985585       3.495145       
-0.950634       3.473562       
-0.915898       3.453151       
-0.881366       3.433981       
-0.847027       3.416116       
-0.812866       3.399613       
-0.778869       3.384529       
-0.745024       3.370915       
-0.711315       3.358819       
-0.677727       3.348286       
-0.644244       3.339355       
-0.610850       3.332065       
-0.577530       3.326451       
-0.544265       3.322544       
-0.511040       3.320374       
-0.477836       3.319965       
-0.444636       3.321342       
-0.411423       3.324525       
-0.378178       3.329533       
-0.344882       3.336382       
-0.311519       3.345084       
-0.278068       3.355651       
-0.244511       3.368092       
-0.210830       3.382413       
-0.177006       3.398617       
-0.143020       3.416707       
-0.108853       3.436681       
-0.074486       3.458537       
-0.039901       3.482267       
-0.005078       3.507865       
0.030001        3.535318       
0.065354        3.564614       
0.101000        3.595735       
0.136957        3.628662       
0.173244        3.663371       
0.209878        3.699837       
0.246876        3.738030       
0.284256        3.777916       
0.322035        3.819458       
0.360230        3.862615       
0.398856        3.907340       
0.437930        3.953584       
0.477465        4.001289       
0.517478        4.050397       
0.557982        4.100839       
0.598991        4.152543       
0.640516        4.205431       
0.682570        4.259417       
0.725165        4.314409       
0.768309        4.370305       
0.812012        4.426997       
0.856282        4.484370       
0.901125        4.542297       
0.946548        4.600644       
0.992555        4.659266       
1.039147        4.718008       
1.086328        4.776705       
1.134095        4.835180       
1.182446        4.893245       
1.231379        4.950700       
1.280886        5.007333       
1.330959        5.062919       
1.381588        5.117220       
1.432761        5.169985       
1.484460        5.220951       
1.536670        5.269839       
1.589368        5.316359       
1.642532        5.360208       
1.696134        5.401068       
1.750145        5.438610       
1.804531        5.472495       
1.859256        5.502368       
1.914279        5.527869       
1.969558        5.548624       
2.025044        5.564256       
2.080687        5.574377       
2.136431        5.578597       
2.192217        5.576523       
2.247982        5.567761       
2.303659        5.551920       
2.359179        5.528614       
2.414465        5.497462       
2.469439        5.458099       
2.524020        5.410171       
2.578122        5.353343       
2.631656        5.287303       
2.684529        5.211763       
2.736646        5.126467       
2.787911        5.031195       
2.838223        4.925760       
2.887480        4.810024       
2.935581        4.683891       
2.982420        4.547318       
3.027893        4.400315       
3.071896        4.242949       
3.114325        4.075349       
3.155079        3.897704       
3.194056        3.710269       
3.231159        3.513364       
3.266292        3.307374       
3.299366        3.092753       
3.330294        2.870016       
3.358994        2.639744       
3.385391        2.402576       
3.409417        2.159211       
3.431009        1.910399       
3.450113        1.656938       
3.466682        1.399670       
3.480679        1.139472       
3.492074        0.877250       
3.500846        0.613934       
3.506986        0.350467       
3.510490        0.087799       
3.511368        -0.173120      
3.509637        -0.431349      
3.505324        -0.685966      
3.498464        -0.936069      
3.489103        -1.180791      
3.477295        -1.419300      
3.463102        -1.650810      
3.446594        -1.874582      
3.427848        -2.089933      
3.406949        -2.296236      
3.383987        -2.492926      
3.359057        -2.679499      
3.332262        -2.855519      
3.303707        -3.020612      
3.273501        -3.174471      
3.241756        -3.316853      
3.208588        -3.447580      
3.174112        -3.566533      
3.138447        -3.673652      
3.101710        -3.768933      
3.064021        -3.852427      
3.025497        -3.924230      
2.986254        -3.984485      
2.946410        -4.033377      
2.906076        -4.071127      
2.865365        -4.097990      
2.824385        -4.114248      
2.783242        -4.120211      
2.742040        -4.116208      
2.700878        -4.102586      
2.659852        -4.079707      
2.619055        -4.047942      
2.578576        -4.007673      
2.538499        -3.959283      
2.498906        -3.903160      
2.459874        -3.839692      
2.421478        -3.769264      
2.383785        -3.692258      
2.346862        -3.609050      
2.310772        -3.520010      
2.275572        -3.425500      
2.241317        -3.325874      
2.208058        -3.221475      
2.175843        -3.112636      
2.144717        -2.999681      
2.114720        -2.882923      
2.085891        -2.762664      
2.058264        -2.639193      
2.031872        -2.512791      
2.006744        -2.383727      
1.982907        -2.252260      
1.960384        -2.118638      
1.939198        -1.983101      
1.919367        -1.845878      
1.900908        -1.707189      
1.883836        -1.567248      
1.868164        -1.426258      
1.853901        -1.284416      
1.841057        -1.141912      
1.829638        -0.998931      
1.819649        -0.855651      
1.811092        -0.712243      
1.803970        -0.568877      
1.798281        -0.425717      
1.794024        -0.282924      
1.791195        -0.140655      
1.789788        0.000935       
1.789797        0.141692       
1.791214        0.281464       
1.794029        0.420101       
1.798230        0.557452       
1.803804        0.693366       
1.810738        0.827693       
1.819015        0.960281       
1.828618        1.090977       
1.839528        1.219626       
1.851724        1.346071       
1.865185        1.470154       
1.879886        1.591713       
1.895803        1.710582       
1.912909        1.826595       
1.931175        1.939580       
1.950571        2.049362       
1.971064        2.155764       
1.992622        2.258602       
2.015208        2.357692       
2.038785        2.452845       
2.063314        2.543867       
2.088752        2.630563       
2.115058        2.712734       
2.142185        2.790178       
2.170087        2.862692       
2.198714        2.930070       
2.228015        2.992106       
2.257936        3.048594       
2.288422        3.099326       
2.319415        3.144099       
2.350856        3.182710       
2.382683        3.214960       
2.414832        3.240656       
2.447239        3.259610       
2.479835        3.271642       
2.512552        3.276581       
2.545317        3.274266       
2.578060        3.264551       
2.610706        3.247300       
2.643179        3.222397       
2.675403        3.189740       
2.707300        3.149248       
2.738792        3.100863       
2.769801        3.044545       
2.800246        2.980285       
2.830049        2.908094       
2.859130        2.828014       
2.887410        2.740117       
2.914812        2.644501       
2.941257        2.541298       
2.966670        2.430673       
2.990976        2.312820       
3.014105        2.187968       
3.035984        2.056378       
3.056548        1.918342       
3.075731        1.774186       
3.093473        1.624263       
3.109716        1.468960       
3.124405        1.308688       
3.137492        1.143885       
3.148931        0.975012       
3.158681        0.802552       
3.166707        0.627006       
3.172977        0.448889       
3.177466        0.268730       
3.180153        0.087067       
3.181024        -0.095559      
3.180068        -0.278604      
3.177282        -0.461525      
3.172667        -0.643786      
3.166229        -0.824857      
3.157980        -1.004223      
3.147938        -1.181383      
3.136124        -1.355856      
3.122566        -1.527180      
3.107294        -1.694919      
3.090345        -1.858662      
3.071758        -2.018028      
3.051578        -2.172664      
3.029851        -2.322250      
3.006629        -2.466498      
2.981964        -2.605154      
2.955912        -2.737996      
2.928532        -2.864838      
2.899884        -2.985528      
2.870029        -3.099944      
2.839029        -3.208000      
2.806949        -3.309641      
2.773853        -3.404841      
2.739804        -3.493605      
2.704868        -3.575963      
2.669109        -3.651975      
2.632589        -3.721722      
2.595372        -3.785308      
2.557519        -3.842859      
2.519090        -3.894519      
2.480145        -3.940448      
2.440740        -3.980823      
2.400932        -4.015830      
2.360774        -4.045672      
2.320317        -4.070557      
2.279612        -4.090702      
2.238705        -4.106331      
2.197641        -4.117672      
2.156465        -4.124957      
2.115215        -4.128419      
2.073931        -4.128292      
2.032648        -4.124810      
1.991400        -4.118206      
1.950218        -4.108710      
1.909131        -4.096549      
1.868165        -4.081947      
1.827346        -4.065121      
1.786694        -4.046287      
1.746232        -4.025652      
1.705975        -4.003419      
1.665941        -3.979785      
1.626143        -3.954938      
1.586594        -3.929063      
1.547303        -3.902337      
1.508280        -3.874928      
1.469530        -3.847000      
1.431060        -3.818710      
1.392873        -3.790205      
1.354971        -3.761628      
1.317355        -3.733117      
1.280024        -3.704798      
1.242976        -3.676796      
1.206208        -3.649227      
1.169716        -3.622201      
1.133494        -3.595824      
1.097535        -3.570193      
1.061833        -3.545402      
1.026379        -3.521539      
0.991164        -3.498686      
0.956177        -3.476923      
0.921408        -3.456321      
0.886845        -3.436949      
0.852475        -3.418871      
0.818286        -3.402147      
0.784265        -3.386834      
0.750397        -3.372982      
0.716667        -3.360641      
0.683060        -3.349856      
0.649562        -3.340667      
0.616155        -3.333114      
0.582824        -3.327231      
0.549552        -3.323050      
0.516321        -3.320601      
0.483115        -3.319910      
0.449916        -3.321001      
0.416706        -3.323895      
0.383467        -3.328611      
0.350181        -3.335165      
0.316829        -3.343572      
0.283394        -3.353841      
0.249855        -3.365983      
0.216195        -3.380004      
0.182395        -3.395909      
0.148436        -3.413698      
0.114299        -3.433372      
0.079966        -3.454928      
0.045416        -3.478361      
0.010633        -3.503662      
-0.024404       -3.530821      
-0.059712       -3.559824      
-0.095310       -3.590655      
-0.131217       -3.623296      
-0.167450       -3.657723      
-0.204027       -3.693911      
-0.240966       -3.731831      
-0.278285       -3.771450      
-0.315999       -3.812731      
-0.354126       -3.855633      
-0.392683       -3.900112      
-0.431684       -3.946117      
-0.471145       -3.993594      
-0.511081       -4.042483      
-0.551506       -4.092717      
-0.592433       -4.144225      
-0.633875       -4.196930      
-0.675844       -4.250747      
-0.718352       -4.305585      
-0.761408       -4.361344      
-0.805021       -4.417917      
-0.849200       -4.475189      
-0.893952       -4.533037      
-0.939283       -4.591326      
-0.985196       -4.649914      
-1.031695       -4.708647      
-1.078781       -4.767363      
-1.126455       -4.825885      
-1.174714       -4.884028      
-1.223554       -4.941594      
-1.272970       -4.998373      
-1.322954       -5.054141      
-1.373495       -5.108662      
-1.424582       -5.161689      
-1.476199       -5.212959      
-1.528328       -5.262197      
-1.580950       -5.309113      
-1.634042       -5.353408      
-1.687576       -5.394765      
-1.741523       -5.432858      
-1.795852       -5.467348      
-1.850525       -5.497883      
-1.905504       -5.524104      
-1.960745       -5.545640      
-2.016202       -5.562113      
-2.071823       -5.573137      
-2.127554       -5.578322      
-2.183337       -5.577276      
-2.239110       -5.569605      
-2.294806       -5.554917      
-2.350355       -5.532824      
-2.405684       -5.502946      
-2.460713       -5.464914      
-2.515362       -5.418372      
-2.569546       -5.362982      
-2.623176       -5.298428      
-2.676160       -5.224419      
-2.728404       -5.140692      
-2.779811       -5.047021      
-2.830281       -4.943215      
-2.879713       -4.829126      
-2.928005       -4.704653      
-2.975051       -4.569743      
-3.020749       -4.424397      
-3.064993       -4.268674      
-3.107679       -4.102692      
-3.148706       -3.926631      
-3.187973       -3.740735      
-3.225380       -3.545314      
-3.260833       -3.340743      
-3.294241       -3.127463      
-3.325515       -2.905982      
-3.354575       -2.676868      
-3.381344       -2.440754      
-3.405751       -2.198327      
-3.427734       -1.950331      
-3.447238       -1.697556      
-3.464213       -1.440837      
-3.478622       -1.181046      
-3.490432       -0.919086      
-3.499623       -0.655882      
-3.506182       -0.392376      
-3.510106       -0.129519      
-3.511401       0.131741       
-3.510083       0.390460       
-3.506179       0.645711       
-3.499722       0.896591       
-3.490756       1.142225       
-3.479334       1.381776       
-3.465516       1.614450       
-3.449371       1.839501       
-3.430976       2.056235       
-3.410414       2.264017       
-3.387774       2.462271       
-3.363151       2.650485       
-3.336646       2.828211       
-3.308364       2.995065       
-3.278413       3.150729       
-3.246906       3.294952       
-3.213957       3.427543       
-3.179681       3.548375       
-3.144197       3.657379       
-3.107624       3.754543       
-3.070078       3.839907       
-3.031679       3.913562       
-2.992543       3.975645       
-2.952787       4.026332       
-2.912524       4.065839       
-2.871865       4.094416       
-2.830921       4.112343       
-2.789798       4.119923       
-2.748599       4.117483       
-2.707424       4.105369       
-2.666370       4.083939       
-2.625531       4.053564       
-2.584995       4.014623       
-2.544849       3.967500       
-2.505174       3.912582       
-2.466048       3.850258       
-2.427545       3.780912       
-2.389736       3.704928       
-2.352687       3.622683       
-2.316460       3.534547       
-2.281115       3.440884       
-2.246706       3.342050       
-2.213285       3.238388       
-2.180901       3.130234       
-2.149599       3.017914       
-2.119420       2.901741       
-2.090403       2.782020       
-2.062582       2.659041       
-2.035992       2.533088       
-2.010661       2.404430       
-1.986617       2.273329       
-1.963883       2.140035       
-1.942483       2.004787       
-1.922435       1.867818       
-1.903757       1.729349       
-1.886464       1.589593       
-1.870568       1.448757       
-1.856080       1.307038       
-1.843010       1.164628       
-1.831363       1.021711       
-1.821146       0.878466       
-1.812362       0.735068       
-1.805011       0.591685       
-1.799094       0.448482       
-1.794609       0.305620       
-1.791553       0.163257       
-1.789921       0.021549       
-1.789705       -0.119350      
-1.790899       -0.259289      
-1.793491       -0.398116      
-1.797473       -0.535681      
-1.802829       -0.671834      
-1.809548       -0.806424      
-1.817612       -0.939298      
-1.827005       -1.070305      
-1.837708       -1.199290      
-1.849701       -1.326097      
-1.862962       -1.450566      
-1.877468       -1.572537      
-1.893193       -1.691846      
-1.910111       -1.808324      
-1.928195       -1.921802      
-1.947413       -2.032106      
-1.967734       -2.139057      
-1.989124       -2.242475      
-2.011549       -2.342174      
-2.034971       -2.437965      
-2.059350       -2.529658      
-2.084647       -2.617055      
-2.110818       -2.699959      
-2.137817       -2.778169      
-2.165599       -2.851481      
-2.194114       -2.919691      
-2.223311       -2.982591      
-2.253136       -3.039975      
-2.283536       -3.091637      
-2.314453       -3.137371      
-2.345826       -3.176976      
-2.377596       -3.210252      
-2.409699       -3.237003      
-2.442069       -3.257043      
-2.474639       -3.270188      
-2.507341       -3.276266      
-2.540104       -3.275116      
-2.572855       -3.266588      
-2.605521       -3.250545      
-2.638026       -3.226866      
-2.670295       -3.195449      
-2.702249       -3.156209      
-2.733811       -3.109083      
-2.764902       -3.054030      
-2.795442       -2.991033      
-2.825353       -2.920102      
-2.854554       -2.841275      
-2.882967       -2.754615      
-2.910513       -2.660220      
-2.937115       -2.558215      
-2.962697       -2.448759      
-2.987185       -2.332042      
-3.010505       -2.208288      
-3.032588       -2.077751      
-3.053365       -1.940721      
-3.072773       -1.797516      
-3.090748       -1.648487      
-3.107233       -1.494013      
-3.122173       -1.334504      
-3.135518       -1.170392      
-3.147222       -1.002135      
-3.157243       -0.830213      
-3.165545       -0.655125      
-3.172097       -0.477383      
-3.176870       -0.297514      
-3.179845       -0.116054      
-3.181006       0.066455       
-3.180341       0.249469       
-3.177847       0.432445       
-3.173522       0.614846       
-3.167374       0.796141       
-3.159412       0.975811       
-3.149654       1.153355       
-3.138121       1.328286       
-3.124838       1.500141       
-3.109837       1.668478       
-3.093152       1.832883       
-3.074823       1.992969       
-3.054893       2.148380       
-3.033409       2.298789       
-3.010422       2.443904       
-2.985982       2.583465       
-2.960148       2.717245       
-2.932975       2.845053       
-2.904525       2.966730       
-2.874858       3.082151       
-2.844036       3.191224       
-2.812124       3.293888       
-2.779185       3.390113       
-2.745284       3.479899       
-2.710485       3.563274       
-2.674852       3.640291       
-2.638449       3.711028       
-2.601339       3.775587       
-2.563583       3.834089       
-2.525242       3.886676       
-2.486375       3.933506       
-2.447040       3.974752       
-2.407293       4.010600       
-2.367187       4.041250       
-2.326774       4.066909       
-2.286105       4.087794       
-2.245227       4.104126       
-2.204186       4.116134       
-2.163025       4.124049       
-2.121784       4.128104       
-2.080503       4.128532       
-2.039218       4.125569       
-1.997962       4.119446       
-1.956768       4.110395       
-1.915664       4.098644       
-1.874677       4.084415       
-1.833833       4.067929       
-1.793154       4.049400       
-1.752660       4.029038       
-1.712369       4.007046       
-1.672299       3.983622       
-1.632463       3.958956       
-1.592873       3.933233       
-1.553541       3.906630       
-1.514475       3.879319       
-1.475681       3.851463       
-1.437167       3.823220       
-1.398935       3.794739       
-1.360987       3.766165       
-1.323325       3.737634       
-1.285949       3.709277       
-1.248856       3.681216       
-1.212044       3.653571       
